Exchange,Token,LotSize,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,
BFO,2021500,1500,NTPCOPT,NTPC24JUN295PE,27-JUN-2024,OPTSTK,PE,295,0.05,
BFO,2015471,1500,NTPCOPT,NTPC24JUN425CE,27-JUN-2024,OPTSTK,CE,425,0.05,
BFO,2213545,1500,NTPCOPT,NTPC24JUN420CE,27-JUN-2024,OPTSTK,CE,420,0.05,
BFO,2033634,1500,NTPCOPT,NTPC24JUN415CE,27-JUN-2024,OPTSTK,CE,415,0.05,
BFO,2203284,1500,NTPCOPT,NTPC24JUN410CE,27-JUN-2024,OPTSTK,CE,410,0.05,
BFO,2023343,1500,NTPCOPT,NTPC24JUN405CE,27-JUN-2024,OPTSTK,CE,405,0.05,
BFO,2221854,1500,NTPCOPT,NTPC24JUN400CE,27-JUN-2024,OPTSTK,CE,400,0.05,
BFO,880630,1500,NTPCOPT,NTPC24JUN395CE,27-JUN-2024,OPTSTK,CE,395,0.05,
BFO,2207270,1500,NTPCOPT,NTPC24JUN390CE,27-JUN-2024,OPTSTK,CE,390,0.05,
BFO,879657,1500,NTPCOPT,NTPC24JUN385CE,27-JUN-2024,OPTSTK,CE,385,0.05,
BFO,2098475,1500,NTPCOPT,NTPC24JUN380CE,27-JUN-2024,OPTSTK,CE,380,0.05,
BFO,878348,1500,NTPCOPT,NTPC24JUN375CE,27-JUN-2024,OPTSTK,CE,375,0.05,
BFO,872237,1500,NTPCOPT,NTPC24JUN370CE,27-JUN-2024,OPTSTK,CE,370,0.05,
BFO,874017,1500,NTPCOPT,NTPC24JUN365CE,27-JUN-2024,OPTSTK,CE,365,0.05,
BFO,873830,1500,NTPCOPT,NTPC24JUN360CE,27-JUN-2024,OPTSTK,CE,360,0.05,
BFO,875650,1500,NTPCOPT,NTPC24JUN355CE,27-JUN-2024,OPTSTK,CE,355,0.05,
BFO,875477,1500,NTPCOPT,NTPC24JUN350CE,27-JUN-2024,OPTSTK,CE,350,0.05,
BFO,877176,1500,NTPCOPT,NTPC24JUN345CE,27-JUN-2024,OPTSTK,CE,345,0.05,
BFO,876995,1500,NTPCOPT,NTPC24JUN340CE,27-JUN-2024,OPTSTK,CE,340,0.05,
BFO,872002,1500,NTPCOPT,NTPC24JUN335CE,27-JUN-2024,OPTSTK,CE,335,0.05,
BFO,871825,1500,NTPCOPT,NTPC24JUN330CE,27-JUN-2024,OPTSTK,CE,330,0.05,
BFO,873578,1500,NTPCOPT,NTPC24JUN325CE,27-JUN-2024,OPTSTK,CE,325,0.05,
BFO,873389,1500,NTPCOPT,NTPC24JUN320CE,27-JUN-2024,OPTSTK,CE,320,0.05,
BFO,875228,1500,NTPCOPT,NTPC24JUN315CE,27-JUN-2024,OPTSTK,CE,315,0.05,
BFO,875048,1500,NTPCOPT,NTPC24JUN310CE,27-JUN-2024,OPTSTK,CE,310,0.05,
BFO,876744,1500,NTPCOPT,NTPC24JUN305CE,27-JUN-2024,OPTSTK,CE,305,0.05,
BFO,876571,1500,NTPCOPT,NTPC24JUN300CE,27-JUN-2024,OPTSTK,CE,300,0.05,
BFO,2021590,1500,NTPCOPT,NTPC24JUN295CE,27-JUN-2024,OPTSTK,CE,295,0.05,
BFO,2288222,1500,NTPCOPT,NTPC24JUL425PE,25-JUL-2024,OPTSTK,PE,425,0.05,
BFO,2029210,1500,NTPCOPT,NTPC24JUL420PE,25-JUL-2024,OPTSTK,PE,420,0.05,
BFO,2301832,1500,NTPCOPT,NTPC24JUL415PE,25-JUL-2024,OPTSTK,PE,415,0.05,
BFO,2017300,1500,NTPCOPT,NTPC24JUL410PE,25-JUL-2024,OPTSTK,PE,410,0.05,
BFO,1113256,1500,NTPCOPT,NTPC24JUL405PE,25-JUL-2024,OPTSTK,PE,405,0.05,
BFO,2034908,1500,NTPCOPT,NTPC24JUL400PE,25-JUL-2024,OPTSTK,PE,400,0.05,
BFO,885710,1500,NTPCOPT,NTPC24JUL395PE,25-JUL-2024,OPTSTK,PE,395,0.05,
BFO,885406,1500,NTPCOPT,NTPC24JUL390PE,25-JUL-2024,OPTSTK,PE,390,0.05,
BFO,888532,1500,NTPCOPT,NTPC24JUL385PE,25-JUL-2024,OPTSTK,PE,385,0.05,
BFO,888325,1500,NTPCOPT,NTPC24JUL380PE,25-JUL-2024,OPTSTK,PE,380,0.05,
BFO,1100642,1500,NTPCOPT,NTPC24JUL375PE,25-JUL-2024,OPTSTK,PE,375,0.05,
BFO,1100404,1500,NTPCOPT,NTPC24JUL370PE,25-JUL-2024,OPTSTK,PE,370,0.05,
BFO,1103233,1500,NTPCOPT,NTPC24JUL365PE,25-JUL-2024,OPTSTK,PE,365,0.05,
BFO,1102927,1500,NTPCOPT,NTPC24JUL360PE,25-JUL-2024,OPTSTK,PE,360,0.05,
BFO,884844,1500,NTPCOPT,NTPC24JUL355PE,25-JUL-2024,OPTSTK,PE,355,0.05,
BFO,884279,1500,NTPCOPT,NTPC24JUL350PE,25-JUL-2024,OPTSTK,PE,350,0.05,
BFO,888052,1500,NTPCOPT,NTPC24JUL345PE,25-JUL-2024,OPTSTK,PE,345,0.05,
BFO,887859,1500,NTPCOPT,NTPC24JUL340PE,25-JUL-2024,OPTSTK,PE,340,0.05,
BFO,1100021,1500,NTPCOPT,NTPC24JUL335PE,25-JUL-2024,OPTSTK,PE,335,0.05,
BFO,889757,1500,NTPCOPT,NTPC24JUL330PE,25-JUL-2024,OPTSTK,PE,330,0.05,
BFO,1102423,1500,NTPCOPT,NTPC24JUL325PE,25-JUL-2024,OPTSTK,PE,325,0.05,
BFO,2031842,1500,NTPCOPT,NTPC24JUL320PE,25-JUL-2024,OPTSTK,PE,320,0.05,
BFO,1114420,1500,NTPCOPT,NTPC24JUL315PE,25-JUL-2024,OPTSTK,PE,315,0.05,
BFO,2021163,1500,NTPCOPT,NTPC24JUL310PE,25-JUL-2024,OPTSTK,PE,310,0.05,
BFO,2295543,1500,NTPCOPT,NTPC24JUL305PE,25-JUL-2024,OPTSTK,PE,305,0.05,
BFO,2006050,1500,NTPCOPT,NTPC24JUL300PE,25-JUL-2024,OPTSTK,PE,300,0.05,
BFO,2285575,1500,NTPCOPT,NTPC24JUL295PE,25-JUL-2024,OPTSTK,PE,295,0.05,
BFO,2288276,1500,NTPCOPT,NTPC24JUL425CE,25-JUL-2024,OPTSTK,CE,425,0.05,
BFO,2029253,1500,NTPCOPT,NTPC24JUL420CE,25-JUL-2024,OPTSTK,CE,420,0.05,
BFO,2301875,1500,NTPCOPT,NTPC24JUL415CE,25-JUL-2024,OPTSTK,CE,415,0.05,
BFO,2017383,1500,NTPCOPT,NTPC24JUL410CE,25-JUL-2024,OPTSTK,CE,410,0.05,
BFO,1113106,1500,NTPCOPT,NTPC24JUL405CE,25-JUL-2024,OPTSTK,CE,405,0.05,
BFO,2034953,1500,NTPCOPT,NTPC24JUL400CE,25-JUL-2024,OPTSTK,CE,400,0.05,
BFO,1100199,1500,NTPCOPT,NTPC24JUL395CE,25-JUL-2024,OPTSTK,CE,395,0.05,
BFO,889910,1500,NTPCOPT,NTPC24JUL390CE,25-JUL-2024,OPTSTK,CE,390,0.05,
BFO,1102644,1500,NTPCOPT,NTPC24JUL385CE,25-JUL-2024,OPTSTK,CE,385,0.05,
BFO,1102319,1500,NTPCOPT,NTPC24JUL380CE,25-JUL-2024,OPTSTK,CE,380,0.05,
BFO,883962,1500,NTPCOPT,NTPC24JUL375CE,25-JUL-2024,OPTSTK,CE,375,0.05,
BFO,883618,1500,NTPCOPT,NTPC24JUL370CE,25-JUL-2024,OPTSTK,CE,370,0.05,
BFO,887659,1500,NTPCOPT,NTPC24JUL365CE,25-JUL-2024,OPTSTK,CE,365,0.05,
BFO,887229,1500,NTPCOPT,NTPC24JUL360CE,25-JUL-2024,OPTSTK,CE,360,0.05,
BFO,889524,1500,NTPCOPT,NTPC24JUL355CE,25-JUL-2024,OPTSTK,CE,355,0.05,
BFO,889219,1500,NTPCOPT,NTPC24JUL350CE,25-JUL-2024,OPTSTK,CE,350,0.05,
BFO,1101928,1500,NTPCOPT,NTPC24JUL345CE,25-JUL-2024,OPTSTK,CE,345,0.05,
BFO,1101666,1500,NTPCOPT,NTPC24JUL340CE,25-JUL-2024,OPTSTK,CE,340,0.05,
BFO,883205,1500,NTPCOPT,NTPC24JUL335CE,25-JUL-2024,OPTSTK,CE,335,0.05,
BFO,1106050,1500,NTPCOPT,NTPC24JUL330CE,25-JUL-2024,OPTSTK,CE,330,0.05,
BFO,886602,1500,NTPCOPT,NTPC24JUL325CE,25-JUL-2024,OPTSTK,CE,325,0.05,
BFO,2031888,1500,NTPCOPT,NTPC24JUL320CE,25-JUL-2024,OPTSTK,CE,320,0.05,
BFO,1114968,1500,NTPCOPT,NTPC24JUL315CE,25-JUL-2024,OPTSTK,CE,315,0.05,
BFO,2021268,1500,NTPCOPT,NTPC24JUL310CE,25-JUL-2024,OPTSTK,CE,310,0.05,
BFO,2295582,1500,NTPCOPT,NTPC24JUL305CE,25-JUL-2024,OPTSTK,CE,305,0.05,
BFO,2006130,1500,NTPCOPT,NTPC24JUL300CE,25-JUL-2024,OPTSTK,CE,300,0.05,
BFO,2285632,1500,NTPCOPT,NTPC24JUL295CE,25-JUL-2024,OPTSTK,CE,295,0.05,
BFO,1139233,1500,NTPCFUT,NTPC24AUGFUT,29-AUG-2024,FUTSTK,XX,0,0.05,
BFO,876506,1500,NTPCFUT,NTPC24JUNFUT,27-JUN-2024,FUTSTK,XX,0,0.05,
BFO,1103049,1500,NTPCFUT,NTPC24JULFUT,25-JUL-2024,FUTSTK,XX,0,0.05,
BFO,828889,1500,NTPCOPT,NTPC24AUG425PE,29-AUG-2024,OPTSTK,PE,425,0.05,
BFO,2291605,1500,NTPCOPT,NTPC24AUG420PE,29-AUG-2024,OPTSTK,PE,420,0.05,
BFO,820538,1500,NTPCOPT,NTPC24AUG415PE,29-AUG-2024,OPTSTK,PE,415,0.05,
BFO,2304588,1500,NTPCOPT,NTPC24AUG410PE,29-AUG-2024,OPTSTK,PE,410,0.05,
BFO,823075,1500,NTPCOPT,NTPC24AUG405PE,29-AUG-2024,OPTSTK,PE,405,0.05,
BFO,2296697,1500,NTPCOPT,NTPC24AUG400PE,29-AUG-2024,OPTSTK,PE,400,0.05,
BFO,1142813,1500,NTPCOPT,NTPC24AUG395PE,29-AUG-2024,OPTSTK,PE,395,0.05,
BFO,1142311,1500,NTPCOPT,NTPC24AUG390PE,29-AUG-2024,OPTSTK,PE,390,0.05,
BFO,1147909,1500,NTPCOPT,NTPC24AUG385PE,29-AUG-2024,OPTSTK,PE,385,0.05,
BFO,1147168,1500,NTPCOPT,NTPC24AUG380PE,29-AUG-2024,OPTSTK,PE,380,0.05,
BFO,1152066,1500,NTPCOPT,NTPC24AUG375PE,29-AUG-2024,OPTSTK,PE,375,0.05,
BFO,1151711,1500,NTPCOPT,NTPC24AUG370PE,29-AUG-2024,OPTSTK,PE,370,0.05,
BFO,1138276,1500,NTPCOPT,NTPC24AUG365PE,29-AUG-2024,OPTSTK,PE,365,0.05,
BFO,1137922,1500,NTPCOPT,NTPC24AUG360PE,29-AUG-2024,OPTSTK,PE,360,0.05,
BFO,1141696,1500,NTPCOPT,NTPC24AUG355PE,29-AUG-2024,OPTSTK,PE,355,0.05,
BFO,1141327,1500,NTPCOPT,NTPC24AUG350PE,29-AUG-2024,OPTSTK,PE,350,0.05,
BFO,1146492,1500,NTPCOPT,NTPC24AUG345PE,29-AUG-2024,OPTSTK,PE,345,0.05,
BFO,1145997,1500,NTPCOPT,NTPC24AUG340PE,29-AUG-2024,OPTSTK,PE,340,0.05,
BFO,1150963,1500,NTPCOPT,NTPC24AUG335PE,29-AUG-2024,OPTSTK,PE,335,0.05,
BFO,1150529,1500,NTPCOPT,NTPC24AUG330PE,29-AUG-2024,OPTSTK,PE,330,0.05,
BFO,1137401,1500,NTPCOPT,NTPC24AUG325PE,29-AUG-2024,OPTSTK,PE,325,0.05,
BFO,2300074,1500,NTPCOPT,NTPC24AUG320PE,29-AUG-2024,OPTSTK,PE,320,0.05,
BFO,834560,1500,NTPCOPT,NTPC24AUG315PE,29-AUG-2024,OPTSTK,PE,315,0.05,
BFO,2291466,1500,NTPCOPT,NTPC24AUG310PE,29-AUG-2024,OPTSTK,PE,310,0.05,
BFO,837092,1500,NTPCOPT,NTPC24AUG305PE,29-AUG-2024,OPTSTK,PE,305,0.05,
BFO,2304471,1500,NTPCOPT,NTPC24AUG300PE,29-AUG-2024,OPTSTK,PE,300,0.05,
BFO,832625,1500,NTPCOPT,NTPC24AUG295PE,29-AUG-2024,OPTSTK,PE,295,0.05,
BFO,828602,1500,NTPCOPT,NTPC24AUG425CE,29-AUG-2024,OPTSTK,CE,425,0.05,
BFO,2291648,1500,NTPCOPT,NTPC24AUG420CE,29-AUG-2024,OPTSTK,CE,420,0.05,
BFO,825115,1500,NTPCOPT,NTPC24AUG415CE,29-AUG-2024,OPTSTK,CE,415,0.05,
BFO,2304634,1500,NTPCOPT,NTPC24AUG410CE,29-AUG-2024,OPTSTK,CE,410,0.05,
BFO,827640,1500,NTPCOPT,NTPC24AUG405CE,29-AUG-2024,OPTSTK,CE,405,0.05,
BFO,2296754,1500,NTPCOPT,NTPC24AUG400CE,29-AUG-2024,OPTSTK,CE,400,0.05,
BFO,1151301,1500,NTPCOPT,NTPC24AUG395CE,29-AUG-2024,OPTSTK,CE,395,0.05,
BFO,1150800,1500,NTPCOPT,NTPC24AUG390CE,29-AUG-2024,OPTSTK,CE,390,0.05,
BFO,1137651,1500,NTPCOPT,NTPC24AUG385CE,29-AUG-2024,OPTSTK,CE,385,0.05,
BFO,1137277,1500,NTPCOPT,NTPC24AUG380CE,29-AUG-2024,OPTSTK,CE,380,0.05,
BFO,1141018,1500,NTPCOPT,NTPC24AUG375CE,29-AUG-2024,OPTSTK,CE,375,0.05,
BFO,1140650,1500,NTPCOPT,NTPC24AUG370CE,29-AUG-2024,OPTSTK,CE,370,0.05,
BFO,1145655,1500,NTPCOPT,NTPC24AUG365CE,29-AUG-2024,OPTSTK,CE,365,0.05,
BFO,1145226,1500,NTPCOPT,NTPC24AUG360CE,29-AUG-2024,OPTSTK,CE,360,0.05,
BFO,1150176,1500,NTPCOPT,NTPC24AUG355CE,29-AUG-2024,OPTSTK,CE,355,0.05,
BFO,1149754,1500,NTPCOPT,NTPC24AUG350CE,29-AUG-2024,OPTSTK,CE,350,0.05,
BFO,1136773,1500,NTPCOPT,NTPC24AUG345CE,29-AUG-2024,OPTSTK,CE,345,0.05,
BFO,1153405,1500,NTPCOPT,NTPC24AUG340CE,29-AUG-2024,OPTSTK,CE,340,0.05,
BFO,1140148,1500,NTPCOPT,NTPC24AUG335CE,29-AUG-2024,OPTSTK,CE,335,0.05,
BFO,1139716,1500,NTPCOPT,NTPC24AUG330CE,29-AUG-2024,OPTSTK,CE,330,0.05,
BFO,1144661,1500,NTPCOPT,NTPC24AUG325CE,29-AUG-2024,OPTSTK,CE,325,0.05,
BFO,2300119,1500,NTPCOPT,NTPC24AUG320CE,29-AUG-2024,OPTSTK,CE,320,0.05,
BFO,839105,1500,NTPCOPT,NTPC24AUG315CE,29-AUG-2024,OPTSTK,CE,315,0.05,
BFO,2291517,1500,NTPCOPT,NTPC24AUG310CE,29-AUG-2024,OPTSTK,CE,310,0.05,
BFO,841660,1500,NTPCOPT,NTPC24AUG305CE,29-AUG-2024,OPTSTK,CE,305,0.05,
BFO,2304511,1500,NTPCOPT,NTPC24AUG300CE,29-AUG-2024,OPTSTK,CE,300,0.05,
BFO,832362,1500,NTPCOPT,NTPC24AUG295CE,29-AUG-2024,OPTSTK,CE,295,0.05,
BFO,2226397,4500,NMDCOPT,NMDC24JUN300PE,27-JUN-2024,OPTSTK,PE,300,0.05,
BFO,2023139,4500,NMDCOPT,NMDC24JUN297.5PE,27-JUN-2024,OPTSTK,PE,297.5,0.05,
BFO,2270739,4500,NMDCOPT,NMDC24JUN295PE,27-JUN-2024,OPTSTK,PE,295,0.05,
BFO,2035989,4500,NMDCOPT,NMDC24JUN292.5PE,27-JUN-2024,OPTSTK,PE,292.5,0.05,
BFO,2097865,4500,NMDCOPT,NMDC24JUN290PE,27-JUN-2024,OPTSTK,PE,290,0.05,
BFO,2008636,4500,NMDCOPT,NMDC24JUN287.5PE,27-JUN-2024,OPTSTK,PE,287.5,0.05,
BFO,2264809,4500,NMDCOPT,NMDC24JUN285PE,27-JUN-2024,OPTSTK,PE,285,0.05,
BFO,2025907,4500,NMDCOPT,NMDC24JUN282.5PE,27-JUN-2024,OPTSTK,PE,282.5,0.05,
BFO,2213210,4500,NMDCOPT,NMDC24JUN280PE,27-JUN-2024,OPTSTK,PE,280,0.05,
BFO,2029691,4500,NMDCOPT,NMDC24JUN277.5PE,27-JUN-2024,OPTSTK,PE,277.5,0.05,
BFO,2226963,4500,NMDCOPT,NMDC24JUN275PE,27-JUN-2024,OPTSTK,PE,275,0.05,
BFO,2012683,4500,NMDCOPT,NMDC24JUN272.5PE,27-JUN-2024,OPTSTK,PE,272.5,0.05,
BFO,2203087,4500,NMDCOPT,NMDC24JUN270PE,27-JUN-2024,OPTSTK,PE,270,0.05,
BFO,888504,4500,NMDCOPT,NMDC24JUN267.5PE,27-JUN-2024,OPTSTK,PE,267.5,0.05,
BFO,2226244,4500,NMDCOPT,NMDC24JUN265PE,27-JUN-2024,OPTSTK,PE,265,0.05,
BFO,882951,4500,NMDCOPT,NMDC24JUN262.5PE,27-JUN-2024,OPTSTK,PE,262.5,0.05,
BFO,2221658,4500,NMDCOPT,NMDC24JUN260PE,27-JUN-2024,OPTSTK,PE,260,0.05,
BFO,881002,4500,NMDCOPT,NMDC24JUN257.5PE,27-JUN-2024,OPTSTK,PE,257.5,0.05,
BFO,2097368,4500,NMDCOPT,NMDC24JUN255PE,27-JUN-2024,OPTSTK,PE,255,0.05,
BFO,880996,4500,NMDCOPT,NMDC24JUN252.5PE,27-JUN-2024,OPTSTK,PE,252.5,0.05,
BFO,2208601,4500,NMDCOPT,NMDC24JUN250PE,27-JUN-2024,OPTSTK,PE,250,0.05,
BFO,881066,4500,NMDCOPT,NMDC24JUN247.5PE,27-JUN-2024,OPTSTK,PE,247.5,0.05,
BFO,2212427,4500,NMDCOPT,NMDC24JUN245PE,27-JUN-2024,OPTSTK,PE,245,0.05,
BFO,880680,4500,NMDCOPT,NMDC24JUN242.5PE,27-JUN-2024,OPTSTK,PE,242.5,0.05,
BFO,2099632,4500,NMDCOPT,NMDC24JUN240PE,27-JUN-2024,OPTSTK,PE,240,0.05,
BFO,880423,4500,NMDCOPT,NMDC24JUN237.5PE,27-JUN-2024,OPTSTK,PE,237.5,0.05,
BFO,2202599,4500,NMDCOPT,NMDC24JUN235PE,27-JUN-2024,OPTSTK,PE,235,0.05,
BFO,879063,4500,NMDCOPT,NMDC24JUN232.5PE,27-JUN-2024,OPTSTK,PE,232.5,0.05,
BFO,2216030,4500,NMDCOPT,NMDC24JUN230PE,27-JUN-2024,OPTSTK,PE,230,0.05,
BFO,878697,4500,NMDCOPT,NMDC24JUN227.5PE,27-JUN-2024,OPTSTK,PE,227.5,0.05,
BFO,2220986,4500,NMDCOPT,NMDC24JUN225PE,27-JUN-2024,OPTSTK,PE,225,0.05,
BFO,878655,4500,NMDCOPT,NMDC24JUN222.5PE,27-JUN-2024,OPTSTK,PE,222.5,0.05,
BFO,875552,4500,NMDCOPT,NMDC24JUN220PE,27-JUN-2024,OPTSTK,PE,220,0.05,
BFO,875256,4500,NMDCOPT,NMDC24JUN217.5PE,27-JUN-2024,OPTSTK,PE,217.5,0.05,
BFO,877226,4500,NMDCOPT,NMDC24JUN215PE,27-JUN-2024,OPTSTK,PE,215,0.05,
BFO,875081,4500,NMDCOPT,NMDC24JUN212.5PE,27-JUN-2024,OPTSTK,PE,212.5,0.05,
BFO,877066,4500,NMDCOPT,NMDC24JUN210PE,27-JUN-2024,OPTSTK,PE,210,0.05,
BFO,876776,4500,NMDCOPT,NMDC24JUN207.5PE,27-JUN-2024,OPTSTK,PE,207.5,0.05,
BFO,872061,4500,NMDCOPT,NMDC24JUN205PE,27-JUN-2024,OPTSTK,PE,205,0.05,
BFO,876600,4500,NMDCOPT,NMDC24JUN202.5PE,27-JUN-2024,OPTSTK,PE,202.5,0.05,
BFO,871892,4500,NMDCOPT,NMDC24JUN200PE,27-JUN-2024,OPTSTK,PE,200,0.05,
BFO,873967,4500,NMDCOPT,NMDC24JUN197.5PE,27-JUN-2024,OPTSTK,PE,197.5,0.05,
BFO,876045,4500,NMDCOPT,NMDC24JUN195PE,27-JUN-2024,OPTSTK,PE,195,0.05,
BFO,873780,4500,NMDCOPT,NMDC24JUN192.5PE,27-JUN-2024,OPTSTK,PE,192.5,0.05,
BFO,875867,4500,NMDCOPT,NMDC24JUN190PE,27-JUN-2024,OPTSTK,PE,190,0.05,
BFO,875614,4500,NMDCOPT,NMDC24JUN187.5PE,27-JUN-2024,OPTSTK,PE,187.5,0.05,
BFO,877548,4500,NMDCOPT,NMDC24JUN185PE,27-JUN-2024,OPTSTK,PE,185,0.05,
BFO,2226406,4500,NMDCOPT,NMDC24JUN300CE,27-JUN-2024,OPTSTK,CE,300,0.05,
BFO,2023189,4500,NMDCOPT,NMDC24JUN297.5CE,27-JUN-2024,OPTSTK,CE,297.5,0.05,
BFO,2270746,4500,NMDCOPT,NMDC24JUN295CE,27-JUN-2024,OPTSTK,CE,295,0.05,
BFO,2036065,4500,NMDCOPT,NMDC24JUN292.5CE,27-JUN-2024,OPTSTK,CE,292.5,0.05,
BFO,2097914,4500,NMDCOPT,NMDC24JUN290CE,27-JUN-2024,OPTSTK,CE,290,0.05,
BFO,2008711,4500,NMDCOPT,NMDC24JUN287.5CE,27-JUN-2024,OPTSTK,CE,287.5,0.05,
BFO,2264820,4500,NMDCOPT,NMDC24JUN285CE,27-JUN-2024,OPTSTK,CE,285,0.05,
BFO,2025975,4500,NMDCOPT,NMDC24JUN282.5CE,27-JUN-2024,OPTSTK,CE,282.5,0.05,
BFO,2213302,4500,NMDCOPT,NMDC24JUN280CE,27-JUN-2024,OPTSTK,CE,280,0.05,
BFO,2029762,4500,NMDCOPT,NMDC24JUN277.5CE,27-JUN-2024,OPTSTK,CE,277.5,0.05,
BFO,2226968,4500,NMDCOPT,NMDC24JUN275CE,27-JUN-2024,OPTSTK,CE,275,0.05,
BFO,2012753,4500,NMDCOPT,NMDC24JUN272.5CE,27-JUN-2024,OPTSTK,CE,272.5,0.05,
BFO,2203134,4500,NMDCOPT,NMDC24JUN270CE,27-JUN-2024,OPTSTK,CE,270,0.05,
BFO,1102590,4500,NMDCOPT,NMDC24JUN267.5CE,27-JUN-2024,OPTSTK,CE,267.5,0.05,
BFO,2226250,4500,NMDCOPT,NMDC24JUN265CE,27-JUN-2024,OPTSTK,CE,265,0.05,
BFO,882986,4500,NMDCOPT,NMDC24JUN262.5CE,27-JUN-2024,OPTSTK,CE,262.5,0.05,
BFO,2221726,4500,NMDCOPT,NMDC24JUN260CE,27-JUN-2024,OPTSTK,CE,260,0.05,
BFO,880847,4500,NMDCOPT,NMDC24JUN257.5CE,27-JUN-2024,OPTSTK,CE,257.5,0.05,
BFO,2097415,4500,NMDCOPT,NMDC24JUN255CE,27-JUN-2024,OPTSTK,CE,255,0.05,
BFO,880843,4500,NMDCOPT,NMDC24JUN252.5CE,27-JUN-2024,OPTSTK,CE,252.5,0.05,
BFO,2208661,4500,NMDCOPT,NMDC24JUN250CE,27-JUN-2024,OPTSTK,CE,250,0.05,
BFO,880911,4500,NMDCOPT,NMDC24JUN247.5CE,27-JUN-2024,OPTSTK,CE,247.5,0.05,
BFO,2212510,4500,NMDCOPT,NMDC24JUN245CE,27-JUN-2024,OPTSTK,CE,245,0.05,
BFO,880477,4500,NMDCOPT,NMDC24JUN242.5CE,27-JUN-2024,OPTSTK,CE,242.5,0.05,
BFO,2099678,4500,NMDCOPT,NMDC24JUN240CE,27-JUN-2024,OPTSTK,CE,240,0.05,
BFO,880577,4500,NMDCOPT,NMDC24JUN237.5CE,27-JUN-2024,OPTSTK,CE,237.5,0.05,
BFO,2202650,4500,NMDCOPT,NMDC24JUN235CE,27-JUN-2024,OPTSTK,CE,235,0.05,
BFO,879391,4500,NMDCOPT,NMDC24JUN232.5CE,27-JUN-2024,OPTSTK,CE,232.5,0.05,
BFO,2216079,4500,NMDCOPT,NMDC24JUN230CE,27-JUN-2024,OPTSTK,CE,230,0.05,
BFO,878493,4500,NMDCOPT,NMDC24JUN227.5CE,27-JUN-2024,OPTSTK,CE,227.5,0.05,
BFO,2221046,4500,NMDCOPT,NMDC24JUN225CE,27-JUN-2024,OPTSTK,CE,225,0.05,
BFO,878469,4500,NMDCOPT,NMDC24JUN222.5CE,27-JUN-2024,OPTSTK,CE,222.5,0.05,
BFO,871563,4500,NMDCOPT,NMDC24JUN220CE,27-JUN-2024,OPTSTK,CE,220,0.05,
BFO,871189,4500,NMDCOPT,NMDC24JUN217.5CE,27-JUN-2024,OPTSTK,CE,217.5,0.05,
BFO,873298,4500,NMDCOPT,NMDC24JUN215CE,27-JUN-2024,OPTSTK,CE,215,0.05,
BFO,877784,4500,NMDCOPT,NMDC24JUN212.5CE,27-JUN-2024,OPTSTK,CE,212.5,0.05,
BFO,873104,4500,NMDCOPT,NMDC24JUN210CE,27-JUN-2024,OPTSTK,CE,210,0.05,
BFO,872787,4500,NMDCOPT,NMDC24JUN207.5CE,27-JUN-2024,OPTSTK,CE,207.5,0.05,
BFO,874956,4500,NMDCOPT,NMDC24JUN205CE,27-JUN-2024,OPTSTK,CE,205,0.05,
BFO,872610,4500,NMDCOPT,NMDC24JUN202.5CE,27-JUN-2024,OPTSTK,CE,202.5,0.05,
BFO,874744,4500,NMDCOPT,NMDC24JUN200CE,27-JUN-2024,OPTSTK,CE,200,0.05,
BFO,873793,4500,NMDCOPT,NMDC24JUN197.5CE,27-JUN-2024,OPTSTK,CE,197.5,0.05,
BFO,875882,4500,NMDCOPT,NMDC24JUN195CE,27-JUN-2024,OPTSTK,CE,195,0.05,
BFO,873619,4500,NMDCOPT,NMDC24JUN192.5CE,27-JUN-2024,OPTSTK,CE,192.5,0.05,
BFO,875728,4500,NMDCOPT,NMDC24JUN190CE,27-JUN-2024,OPTSTK,CE,190,0.05,
BFO,875437,4500,NMDCOPT,NMDC24JUN187.5CE,27-JUN-2024,OPTSTK,CE,187.5,0.05,
BFO,877389,4500,NMDCOPT,NMDC24JUN185CE,27-JUN-2024,OPTSTK,CE,185,0.05,
BFO,2014634,4500,NMDCOPT,NMDC24JUL300PE,25-JUL-2024,OPTSTK,PE,300,0.05,
BFO,1121706,4500,NMDCOPT,NMDC24JUL297.5PE,25-JUL-2024,OPTSTK,PE,297.5,0.05,
BFO,2026017,4500,NMDCOPT,NMDC24JUL295PE,25-JUL-2024,OPTSTK,PE,295,0.05,
BFO,1120840,4500,NMDCOPT,NMDC24JUL292.5PE,25-JUL-2024,OPTSTK,PE,292.5,0.05,
BFO,2007801,4500,NMDCOPT,NMDC24JUL290PE,25-JUL-2024,OPTSTK,PE,290,0.05,
BFO,1113724,4500,NMDCOPT,NMDC24JUL287.5PE,25-JUL-2024,OPTSTK,PE,287.5,0.05,
BFO,2012789,4500,NMDCOPT,NMDC24JUL285PE,25-JUL-2024,OPTSTK,PE,285,0.05,
BFO,1113693,4500,NMDCOPT,NMDC24JUL282.5PE,25-JUL-2024,OPTSTK,PE,282.5,0.05,
BFO,2029051,4500,NMDCOPT,NMDC24JUL280PE,25-JUL-2024,OPTSTK,PE,280,0.05,
